总助/ceo助理/董事长助理,福州,某大型房地产开发公司,500-999人,30-35K,5-10年,硕士,"['房地产', '互联网', '文件起草', '政府对接', '人工智能', '产业数字化', '战略投资']"
插画师,福州,福州泛宇,0-20人,5-6K,1-3年,本科,"['全职', '企业/自有品牌', '出版物插画', 'AI', 'PS', '擅长手绘', '不接受居家办公']"
商务专员,福州,盈正科技公司,20-99人,5-10K,经验不限,大专,"['销售/大客户销售', '商务合作拓展']"
产品经理,福州,帝视科技,100-499人,10-15K,5-10年,本科,"['B端产品', '高级产品经理', 'AI产品', '硬件产品']"
美工,福州,千艺服装,0-20人,5-6K,经验不限,学历不限,"['淘宝', 'CDR', 'PS', 'AI', '不接受居家办公']"
ava资深研发工程师,福州,某大型计算机软件公司,100-499人,24-30K,5-10年,本科,['Java']
总经理助理、行政文秘助理、秘书助理,福州,漳州国宇科教,0-20人,5-10K,经验不限,大专,"['日常行程安排', '差旅/公务活动安排', '接待/外联', '熟悉商务礼仪', '适应出差', '3年以上秘书/助理经验', '秘书助理、总经理助理、行政文秘助理']"
UI设计师,福州,筑想家,20-99人,5-10K,经验不限,大专,"['UI设计', '交互体验设计', '网页设计', '视觉设计', '移动端', 'AE软件', 'C4D', '人工智能']"
产品经理,福州,中能国鑫科技有限公司,100-499人,13-25K·13薪,3-5年,本科,"['商业产品', '高级产品经理', '物联网']"
环保工程师助理,福州,lanhai,0-20人,4-9K,1-3年,大专,"['机电工程', '暖通工程', '给排水工程', '环保', '人工智能', '建筑工程', '市政工程']"
新店10K聘插画师,福州,福州索跃贸易有限公司,100-499人,8-10K,3-5年,大专,"['手绘', 'Painter', '中国风格', '人工智能', '电子商务', '平面设计', '插画设计']"
平面设计师,福州,鹏凯,20-99人,7-10K,5-10年,本科,"['CorelDRAW', '人工智能', '印刷', '平面设计', '文创设计', '设计师', '美工']"
售前技术支持,福州,天目数据,100-499人,10-13K·13薪,3-5年,大专,"['能源信息化项目', '智慧城市信息化项目', '计算机/通信相关专业', '售前技术支持经验']"
视觉设计主管,福州,福建省慎德实业发...,100-499人,8-13K,1-3年,学历不限,['广告设计']
平面设计排版,福州,风行九道文化传媒,20-99人,3-8K,1-3年,中专/中技,"['不接受居家办公', 'PS', '广告/设计公司', '封面设计', 'AI', '包装设计', '广告设计']"
副总经理,福州,优尔迈医疗,20-99人,25-35K,1-3年,硕士,"['行政管理', '合伙管理', '事业部管理']"
高级销售经理,福州,通办服务,500-999人,13-20K,10年以上,本科,"['其他行业', '其他产品/服务', '数字政务', '电子政务', '人工智能']"
智能家居设计师,福州,福建爱酷,0-20人,6-11K,1-3年,大专,"['CAD', '家居', '人工智能', '智能硬件', '室内设计', '家居设计', '装饰装修']"
智能家居工程师,福州,福建元博信息科技,20-99人,4-9K,经验不限,大专,"['系统集成', '人工智能', '智能硬件', '售后支持', '售前支持', '解决方案', '安防监控', '管理系统']"
抖音直播主播,福州,福建福投数字科技,0-20人,5-10K,经验不限,大专,"['线下办公', '快手', '抖音', '教育培训', '金融财经', '10万级粉丝基础', '单条视频10w播放', '文案策划经验', '全职']"
医疗健康BU-行业销售总监（国企）,福州,某大型知名通信上市公司,10000人以上,20-35K,5-10年,本科,"['制定销售计划及策略', '市场开发及维护', '互联网/科技', '医疗/大健康']"
解决方案工程师,福州,半云科技,100-499人,13-16K,3-5年,本科,"['智慧城市信息化项目', '其他类型SaaS/PaaS', '计算机/通信相关专业', '售前技术支持经验', '招投标经验']"
广告设计师,福州,福州市尚古装饰设...,0-20人,3-4K,经验不限,学历不限,"['人工智能', '广告设计', '平面设计', '视觉设计', '设计师']"
初级平面设计师,福州,福建左右包装有限公司,20-99人,3-5K,1-3年,高中,"['包装设计', '广告设计', '企业/自有品牌', 'CDR', 'PS', 'AI', '不接受居家办公']"
数据开发工程师,福州,众创联诚,100-499人,12-15K,1-3年,本科,"['Java', 'Python', 'Scala', '计算机相关专业', '大数据开发经验', 'java web', 'hive、impala', 'spark']"
鞋服设计师/助理,福州,德艺文创,100-499人,4-6K·13薪,经验不限,本科,"['CorelDRAW', 'PhotoShop', 'CAD', 'AI', '鞋类设计', '产品设计', '工业设计', '拖鞋 运动休闲鞋设计']"
销售代表,福州,索天科技,20-99人,15-20K·15薪,经验不限,本科,"['客户签约', '客户拜访', '客户关系维护', '互联网/科技', '先进制造', '政府/社会团体', '企业/机构（To B）', '招商/商户拓展经验', '对企业/机构（To B）销售经验', '沟通能力', '服务意识', '项目管理能力']"
算法工程师,福州,亿能达信息,100-499人,12-24K·13薪,1-3年,硕士,"['算法设计', '视觉图像算法', '人工智能', 'AI', '语音算法', 'TensorFlow', '深度学习算法']"
课后服务小学老师,福州,创未来机器人教育,100-499人,3-4K,经验不限,大专,"['兼职', '小学教育', '线下授课', '集体授课', '普通话水平证书', '数学', '公立学校', '乐高']"
研发主管,福州,某大型计算机软件公司,100-499人,20-25K,5-10年,本科,"['人工智能', '阿里云', '高并发优化', '分布式存储', '索引优化机制', '研发团队管理', '组件、运行机理', '华为云架构']"
平面设计,福州,平潭优甜科技有限公司,20-99人,4-5K,经验不限,学历不限,"['VI设计', '广告设计', '海报传单设计', '企业/自有品牌', 'AI', 'CDR', 'PS', '接受居家办公']"
logo设计师,福州,骏鼎伟业,20-99人,5-10K,1-3年,大专,"['标志设计', 'PS']"
企业股权律师,福州,福州赢和法商,20-99人,15-20K,3-5年,本科,"['专职律师', '诉讼/非诉讼', '授薪制', '提成制', '公司律师', '独立办案能力', '执业3年以上']"
商业空间设计师,福州,YS-DESIGN,20-99人,8-13K,3-5年,学历不限,"['CAD', '3D渲染', '设计师', '主案设计师', '设计师助理', 'VRay', '3DMax']"
算法工程师,福州,某500强上市公司,1000-9999人,25-35K,5-10年,本科,"['业务导向', '云计算']"
销售经理（教育）,福州,vcom,20-99人,8-12K·13薪,1-3年,本科,"['渠道/机构客户开发', '个人客户开发', '软件/SaaS', '教育培训', '硬件/网络设备', '具有硬件/通信从业经验', '具有互联网从业经验', '教育云 智慧教学', '教育信息化 K12']"
算法工程师,福州,三锋集团,100-499人,12-24K·14薪,3-5年,本科,"['C/C++', 'Python']"
图文快印,福州,天天印刷,20-99人,5-8K,1-3年,大专,"['广告设计', '图文快印经验', '前后期制作']"
服装设计师助理,福州,希拓贸易,0-20人,4-5K,1-3年,大专,"['服装设计', '不接受居家办公', 'PS', '服装', 'AI', '设计初稿', '面料辅料采买', '童装', '潮流趋势调研']"
福州-大数据应用开发-金融科技方向,福州,某知名互联网金融上市公司,1000-9999人,30-50K,3-5年,硕士,"['Java', 'Hive', 'Flink', '大数据开发经验', '计算机相关专业']"
文案设计,福州,思享家智能,20-99人,4-5K,经验不限,大专,"['家居', '智能硬件', '平面设计', '人工智能', '物联网']"
行业大客户销售经理/总监,福州,某知名移动互联网公司,1000-9999人,25-35K,经验不限,本科,"['制定销售计划及策略', '企业', '团队建设及管理', '政府/社会团体', '企业服务', '市场信息收集及分析', '较多出差']"
电销专员（无责底薪、五险一金、周末双休）,福州,知服科技有限公司,20-99人,4-9K,经验不限,学历不限,['电话销售']
投资发展经理,福州,永荣控股集团,1000-9999人,10-15K·13薪,3-5年,本科,"['投前尽调', '行业研究', '投融资', '石油化工', '并购', '互联网医疗', '消费电子', '人工智能']"
工业设计师,福州,恩耐斯,20-99人,5-10K·13薪,经验不限,本科,"['3ds MAX', 'PS', 'AI', '3DMax']"
设计师助理,福州,君野广告,0-20人,3-4K,经验不限,中专/中技,"['广告', '下肢残疾', '不接受居家办公', '肢体残疾', '美工', '设计师', '平面设计', '广告设计', 'CorelDRAW', '设计师助理', 'PhotoShop']"
活动执行专员,福州,鸿跃贸易,500-999人,6-7K·13薪,1-3年,大专,"['活动执行', '营销活动', '活动策划', '会员营销', '企划']"
销售经理,福州,索仕图,20-99人,5-10K·13薪,经验不限,本科,"['渠道运营管理', '渠道关系维护', '渠道/机构客户开发', '人工智能', '家具/家电', '医疗机构']"
副总裁/副总经理/VP,福州,三毛科技,0-20人,10-15K,5-10年,本科,"['金融', '互联网', '人工智能', '政府关系', '投资者关系', '市场营销']"
高级理财顾问,福州,北京疆亘长青企业管理,100-499人,10-15K,3-5年,大专,"['资产/财富管理', '对机构销售', '对高净值客户销售', '对普通个人客户销售', '具有极强的客户开发能力', '证券从业资格/基金从业资格', '具有高净值客户资源/机构客户资源', '信托']"
商务经理,福州,大多数科技,100-499人,6-11K,1-3年,中专/中技,"['商务洽谈能力', '方案策划能力', '项目执行推进能力', '商务合作拓展', '招商/商户拓展', '销售/大客户销售']"
平面设计应届生,福州,崛启广告,0-20人,4-6K,经验不限,大专,"['画册设计', '人工智能', '平面设计', '广告设计', '视觉设计', '设计师', 'CorelDRAW', 'PhotoShop']"
电商运营助理,福州,福州卡米洛特文化传播,0-20人,4-8K,1-3年,大专,"['电商店铺运营', '小红书', '抖音', 'ps', 'ai']"
原画师兼平面设计,福州,至简至一,100-499人,8-13K·13薪,经验不限,本科,"['分镜绘画', '插画设计']"
项目经理,福州,太极数智,100-499人,15-23K·13薪,5-10年,本科,"['计算机相关专业', '管理相关专业', 'ERP项目管理经验']"
平面设计,福州,福州市蓝鲸装饰工程,0-20人,3-6K,经验不限,学历不限,"['广告设计', '画册设计', '标志设计', '广告/设计公司', 'CDR', 'PS', 'AI']"
广告设计师,福州,印马传媒,0-20人,4-6K,1-3年,大专,"['图文广告', '电商广告设计', '乙方经验', '新媒体广告设计', '广告策划', '设计师', '视频/直播广告', '印刷广告设计', '设计师助理', '电商广告', '媒体广告设计']"
高级项目经理,福州,三维时空,20-99人,11-16K·13薪,5-10年,本科,"['企业内部技术项目管理', '气象', 'Axure']"
策划设计助理,福州,福州幽闻文化创意...,0-20人,2-3K,经验不限,大专,"['VI设计', '企业/自有品牌', 'PS', 'AI']"
平面设计,福州,恒达祥,0-20人,4-5K,经验不限,大专,"['PhotoShop', 'CorelDRAW', 'AI', '视觉设计']"
地产平面设计师,福州,褐澜致知,20-99人,4-9K·13薪,1-3年,大专,"['视觉设计', '设计师', '美术指导', 'PhotoShop', 'AI', 'C4D', '全职', '品牌设计']"
管培生（长乐金峰）,福州,世茂物业,10000人以上,5-6K,经验不限,大专,"['物品采购/领用', '固定资产管理', 'PS', '美工']"
产品经理,福州,九维元数,20-99人,12-20K·13薪,5-10年,大专,"['B端产品', 'C端产品']"
平面设计师,福州,潘艺夫设计,0-20人,4-8K,经验不限,本科,"['不接受居家办公', 'PS', 'AE', 'AI', '平面设计', '品牌设计', '包装设计', '全职', 'PhotoShop', 'VI设计', 'C4D', '广告/设计公司', '画册设计']"
医疗器械售后工程师,福州,阿美龙,100-499人,4-6K·13薪,经验不限,中专/中技,"['管理系统', '计算机软件', '人工智能', '系统调试']"
总经理助理,福州,眼视传媒,0-20人,3-8K,1-3年,本科,"['总经理助理', '董事会秘书', '品牌管理', '媒介媒体']"
婚礼策划师,福州,女王文化,20-99人,6-11K,1-3年,大专,"['婚礼现场搭建', '婚礼统筹', '婚礼方案设计', '3ds MAX', 'Photoshop', 'SketchUp', '有供应商资源', '有客户资源', '销售经验', '活动策划', '婚礼统筹', '婚礼策划', '婚礼策划师', '保底工资', '婚礼顾问', '五险']"
解决方案工程师,福州,瑞森网安RSNS,20-99人,8-13K,3-5年,本科,"['系统集成', 'PMP', '信息系统项目管理师', '计算机/通信相关专业', '智慧城市信息化项目', '招投标经验', '可适应出差']"
婚礼平面设计,福州,柏年世纪,20-99人,4-8K,经验不限,学历不限,"['标志设计', '海报传单设计', '广告设计', '广告/设计公司', 'PS', 'AI']"
美术设计师（2D/3D）,福州,耀世传媒,0-20人,7-10K·13薪,经验不限,大专,"['3D设计', '平面设计', 'CAD/制图']"
电商美工,福州,国瑞药业,100-499人,4-6K,1-3年,大专,['PS']
平面设计,福州,天蓝居,20-99人,4-6K,1-3年,大专,['不接受居家办公']
设计师,福州,福州宸川文化发展,0-20人,4-6K,1年以内,大专,"['封面设计', '广告设计', '海报传单设计', '企业/自有品牌', 'PS', 'AI', '不接受居家办公']"
电商淘宝美工,福州,福州集缘多礼电子商务,20-99人,5-7K,经验不限,大专,"['淘宝', '天猫', '拼多多', 'PS', 'AI', '不接受居家办公']"
平面设计助理,福州,古印坊,0-20人,5-10K,经验不限,学历不限,"['封面设计', '广告设计', '海报传单设计', '包装设计']"
平面设计师,福州,鼎盛广告,0-20人,5-8K,1-3年,高中,"['人工智能', '平面设计', '广告设计']"
广告设计师,福州,华烁文化,20-99人,5-8K,3-5年,高中,"['3D设计', '人工智能', '广告设计', '平面设计', '视觉设计']"
印前主管,福州,福州凯达印务有限公司,20-99人,7-8K,经验不限,大专,"['InDesign', 'PS', '广告/设计公司', '封面设计', 'AI', '画册设计', '装帧设计', '企业/自有品牌']"
测试工程师,福州,福州智盛方达信息技术,0-20人,11-16K·13薪,5-10年,本科,"['性能测试', '自动化测试', '功能测试']"
平面设计,福州,云鹭创意咨询管理...,100-499人,4-6K,1年以内,大专,"['不接受居家办公', 'PS', 'AE', '广告/设计公司', 'AI', '画册设计', '广告设计', 'VI设计', '企业/自有品牌']"
售前工程师,福州,信创科技,500-999人,10-15K,3-5年,本科,"['计算机/通信相关专业', '招投标经验']"
平面设计师,福州,鑫鼎鑫,0-20人,6-8K,1-3年,学历不限,"['PhotoShop', 'CorelDRAW', '文创设计', 'AI']"
设计,福州,福州白塔岭教育科...,20-99人,3-5K,经验不限,本科,"['封面设计', '画册设计', '海报传单设计', '企业/自有品牌', 'AE', 'PS', 'AI']"
包装盒设计,福州,嘉品福州营销,0-20人,4-9K,1-3年,大专,"['包装设计', '画册设计', '海报传单设计', '企业/自有品牌', 'CDR', 'PS', 'AI', '不接受居家办公']"
平面设计助理,福州,众志设计,0-20人,3-5K,1年以内,大专,"['PhotoShop', '视觉设计', '设计师', '设计师助理', '全职', 'CorelDRAW']"
亚马逊产品视觉设计,福州,福州海比,100-499人,6-10K·13薪,1-3年,本科,"['视觉设计', '设计师', 'PhotoShop', 'AI', '全职', '美工']"
job,city,company,people,salary,experience,education,skill
人工智能训练师,锡林郭勒盟,世通联晟网络技术,20-99人,3-5K,经验不限,大专,"['全职工作', '标注方法优化', '数据标注', '标注数据分析', '图片标注', '文本标注', '语音标注', '区域标注', '描点标注', '标框标注', '数据分析能力强', '想挣钱的，不懒惰的，年轻人']"
AI绘画,遵义,羽硕室内娱乐,0-20人,100-150元/天,1-3年,学历不限,"['兼职', '全职', '广告/设计公司', '宣传海报类插画', 'UI设计插画', '出版物插画', 'AI', 'PS', '擅长手绘', '接受居家办公']"
文员3500—AI方向,驻马店,趣啦网络,100-499人,3-4K,1-3年,大专,"['活动/会议组织', '档案管理']"
AI绘图,深圳,深圳市善博通商贸,0-20人,8-13K,经验不限,本科,"['AI', '接受居家办公', 'midjourney', 'chatgpt']"
人工智能训练师,潮州,友来福,20-99人,3-4K,经验不限,大专,"['搜索/推荐', '计算机相关专业']"
广州AI大学合伙人,广州,纪仁科技,0-20人,25-30元/时,经验不限,高中,"['智能营销/广告', '计算机相关专业']"
ai数据标注,安阳,安阳市鹏云网络科技,0-20人,2-6K,经验不限,学历不限,"['全职工作', '标注方法优化', '标注结果整理', '数据标注', '图片标注', '文本标注', '视频标注', '区域标注', '描点标注', '标框标注', '数据分析能力强']"
AI优化写手,大连,微创软件,10000人以上,2-3K,经验不限,大专,['内容运营']
【急急急】AI产品经理-字节跳动,北京,字节跳动,10000人以上,35-65K·18薪,3-5年,本科,"['AI产品', '人工智能']"
python实习生-AI人工智能ChatGPT,郑州,上海玉带,0-20人,1-6K,经验不限,大专,"['后端', '爬虫', '机器学习/算法工程', 'Python', '计算机相关专业', '爬虫经验', '机器学习工程经验']"
ai数据标注,汕尾,海丰县城东张川川鞋店,0-20人,3-6K,经验不限,初中及以下,"['全职工作', '数据标注', '视频标注', '分类标注', '接受加班', '数据分析能力强']"
人工智能训练师,成都,成都科尔普科技有...,0-20人,3-5K,经验不限,大专,"['全职工作', '数据标注', '图片标注', '标框标注']"
AI绘画师,汕头,环星文化,100-499人,4-8K,经验不限,学历不限,"['全职', 'AI']"
ai训练师,亳州,全知启航,20-99人,3-5K,经验不限,学历不限,"['文本标注', '不接受居家办公', '全职工作', '视频标注', '标注方法优化', '区域标注', '标框标注', '图片标注', '分类标注']"
ai语音产品经理,十堰,张湾区鸿通通讯中心,0-20人,4-7K,1-3年,中专/中技,"['语音类AI', '智能穿戴', '机器学习类AI']"
AI 训练师（芜湖）,芜湖,德科信息,1000-9999人,7-8K,1-3年,本科,"['Python', 'CNN/RNN/LSTM', 'Linux']"
人工智能助教,晋城,新智点,0-20人,3-8K,1-3年,本科,"['全职', '培训机构', '线下教育', '线上教育', '互联网教育平台使用', '直播经验', '坐班', '一对一教学', '大班教学（25人以上）', '中学生', '学科应试类', '语文', '英语', '数学', '大型教育机构经验', '教育学专业背景', '普通话发音标准', '销售经验']"
AI人工智能训练师,平顶山,中时越网络科技,20-99人,3-5K,经验不限,学历不限,"['全职工作', '数据标注', '图片标注', '标框标注', '分类标注']"
ai数据标注,石家庄,蒲团,0-20人,3-6K,经验不限,大专,"['数据标注', '文本标注', '全职工作', '语音标注', '标注结果整理', '标注数据分析', '数据分析能力强', '描点标注', '区域标注', '接受居家办公', '图片标注', '分类标注']"
ai训练工程师,烟台,秦风软件,0-20人,5-10K,经验不限,本科,"['Python', 'C/C++', '深度学习经验']"
ai测试工程师,上海,某大型计算机软件公司,100-499人,35-50K·16薪,1-3年,硕士,"['C++', 'Python', '计算机相关专业', '掌握软件测试理论和流程']"
AI数据运营,阿坝藏族羌族自治州,数聚智造,100-499人,4-6K,1-3年,大专,"['AI', '电力电气', '沟通交流']"
AI算法工程师-兼职,西安,宇恒智行,100-499人,100-150元/时,经验不限,学历不限,"['业务导向', '智能营销/广告', '搜索/推荐', '生物医疗', 'TensorFlow/PyTorch', '机器学习算法/工程化经验', '数学/统计相关专业', '深度学习经验']"
ai数据标注师,苏州,苏州艾星仕信息科技,20-99人,3-7K,经验不限,大专,"['不限', '全职工作', '兼职工作', '标注方法优化', '标注结果抽查', '数据标注', '图片标注', '视频标注', '语音标注', '接受居家办公', '描点标注', '标框标注', '分类标注', '数据分析能力强']"
AI工程师  人工智能辅助药物设计,深圳,某制药公司,20-99人,30-60K·13薪,经验不限,本科,['人工智能辅助药物设计']
人工智能,昆明,掌灯科技,20-99人,13-16K,经验不限,硕士,"['语音/图像识别', 'C/C++', '计算机相关专业', '机器学习算法/工程化经验', '深度学习经验']"
ai数据标注员,包头,慧盛大数据科技,0-20人,3-4K,1年以内,高中,"['全职工作', '兼职工作', '数据标注', '图片标注', '语音标注']"
人工智能AI开发工程师,佛山,某电力公司,20-99人,15-25K,1-3年,本科,"['深度学习经验', '人工智能领域', '视频监控']"
ai技术总监,汕头,栢纳德医疗,20-99人,8-9K,1-3年,本科,['付原创作作品']
AI 产品经理,天津,中教智网,100-499人,12-24K,3-5年,本科,"['C端产品', 'B端产品', '机器学习类AI']"
AI产品专家,成都,某知名互联网公司,1000-9999人,50-65K·15薪,经验不限,本科,"['B端产品', '语音类AI', '机器学习类AI']"
人工智能,衡水,七宝网络,20-99人,2-4K,经验不限,学历不限,"['AI标注', '图片拉框', '图片', '文职', '图形识别', '标注', '图片标注', '人工智能']"
java技术转人工智能主播,长沙,中创深度智能,20-99人,5-10K,1-3年,大专,"['后端工程师', 'Java', 'Python', '人工智能', 'AI', 'AI绘画']"
人工智能训练师,青岛,青岛新睿赢网络信...,1000-9999人,3-6K,1-3年,大专,"['数据标注', '文本标注', '不接受居家办公', '全职工作', '语音标注', '数据分析能力强', '标注结果抽查', '区域标注', '标框标注', '图片标注', '分类标注']"
ai标注,郑州,郑州金腾,100-499人,3-7K,经验不限,学历不限,"['全职工作', '兼职工作', '标注方法优化', '数据标注', '标注数据分析', '图片标注', '文本标注', '视频标注', '区域标注', '描点标注', '分类标注', '接受加班', '数据分析能力强', '不接受居家办公']"
ai数据标注,鹤岗,信多商贸,100-499人,3-6K,经验不限,学历不限,"['全职工作', '兼职工作', '标注方法优化', '数据标注', '标注数据分析', '语音标注', '接受居家办公']"
ai数据标注,烟台,凯盈伟鼎网络科技,0-20人,3-6K,1-3年,学历不限,"['全职工作', '数据标注', '图片标注', '文本标注', '视频标注', '标框标注', '数据分析能力强', '不接受居家办公']"
AI数据标注师,许昌,鑫鹏文化传播,0-20人,4-5K,经验不限,学历不限,"['AI智能', '数据标注', '图片', '地图', '数据分析能力强', '区域标注', '音频', '图片标注', '接受加班', '轻度/中度言语残疾', '全职工作', '言语残疾', '描点标注', '视频', '文字', '分类标注', '不涉黄涉暴']"
人工智能督学师,南阳,南阳融益文化艺术...,0-20人,4-8K,经验不限,大专,"['销售经验', '心理学专业背景', '学科应试类', '活动策划', '小班教学（3-25人）', '培训机构', '线下教育', '语文', '线上教育', '英语', '视频拍摄与录制', '全职', '教育学专业背景', '社群运营', '坐班', '中学生', '数学', '学前儿童/小学生', '普通话发音标准', '一对一教学']"
AI人工智能实施工程师/数字化项目,深圳,铁小匠数字健康,20-99人,6-8K,1年以内,本科,['AI人工智能实施工程师']
AI商业化负责人,北京,悦享星光,100-499人,30-50K,3-5年,本科,"['互联网/科技', 'AIGC']"
AI无人直播程序推广,南阳,青吟网络科技,20-99人,5-10K,经验不限,学历不限,"['销售岗', '互联网/科技', '电子商务', '生活服务/O2O']"
初级AI产品经理,深圳,xmind,20-99人,10-15K·13薪,1年以内,本科,['C端产品']
AI设计训练（双休+社保）,西安,易宝软件,1000-9999人,4-5K,经验不限,大专,"['PS', 'prompt', 'AIGC']"
AI联合创始人,上海,川富资本,20-99人,26-35K,3-5年,本科,"['深度学习', '计算机视觉', '自然语言处理技术']"
AI沟通师,上海,妙文,100-499人,10-15K·13薪,经验不限,本科,"['AI', 'AI软件', '设计']"
人工智能高端人才,西安,联通西安软件研究院,100-499人,55-85K·17薪,5-10年,博士,['智能营销/广告']
人工智能论文指导老师（可远程兼职）,北京,高校邦,100-499人,100-150元/时,5-10年,硕士,"['图像识别经验', '自然语言处理', '计算机视觉', '人工智能']"
AI语音产品总监,南京,某500强上市公司,1000-9999人,120-150K,5-10年,本科,"['语义类AI', '语音类AI']"
AI人工智能解决方案工程师,北京,河南在信汇通,20-99人,15-30K,1-3年,本科,"['能源/电力相关专业', '计算机/通信相关专业', '人工智能', 'AI', '电力']"
大模型算法/人工智能,青岛,某大型智能硬件公司,100-499人,50-80K·15薪,经验不限,博士,"['大模型', '人工智能', '智慧城市']"
产品经理（AI）,杭州,某大型计算机软件上市公司,100-499人,30-45K·14薪,经验不限,本科,['AI产品']
剪辑师+AI绘画师,长治,创始人空间,0-20人,1000-3000元/月,经验不限,本科,"['短视频', '电商视频', '剪辑', '接受兼职']"
Ai插画师,常州,漫言文创,0-20人,3-6K,1-3年,大专,"['兼职', '远程办公', '全职', '企业/自有品牌', '广告/设计公司', '宣传海报类插画', '教育/课件插画']"
AI技术总监,上海,某大型数据服务公司,100-499人,100-150K·15薪,10年以上,本科,"['数据结构', '算法基础', 'AI', '语言算法', '图像算法', '知识图谱']"
人工智能研究院院长,哈尔滨,某大型知名计算机软件上市公司,10000人以上,100-150K,5-10年,硕士,"['语音/图像识别', '机器学习算法/工程化经验', '深度学习经验', '有国际期刊/会议论文发表']"
ai算法（视觉/大模型）,石家庄,某大型移动互联网公司,500-999人,20-21K,3-5年,本科,"['计算机相关专业', '机器学习算法/工程化经验', '深度学习经验']"
ai标注员,福州,来玩互娱,500-999人,5-8K·13薪,经验不限,大专,['全职工作']
ai数据标注,日照,日照千格广告传媒...,0-20人,3-4K,经验不限,学历不限,"['全职工作', '数据标注', '标注数据分析', '图片标注', '文本标注', '标框标注', '区域标注', '分类标注']"
ai产品经理,成都,乐政科技,100-499人,15-25K,1-3年,本科,"['语义类AI', 'AI机器人', '机器学习类AI', 'C端产品']"
AI服务销售经理,北京,简融易数,0-20人,20-40K,3-5年,学历不限,"['企业（To B）', '对企业/机构（To B）销售经验', '互联网/科技', '软件/企业服务产品', 'AIGC', '人工智能']"
AI专家,杭州,西湖云谷智药,20-99人,20-40K·13薪,3-5年,硕士,"['生物医疗', 'Python']"
AI作曲师,杭州,良胜,20-99人,10-15K,1-3年,本科,"['编曲', '全职兼职均可']"
AI制图师,北京,东明网络,20-99人,10-15K,1-3年,大专,"['提示词工程师', 'midjourney工程师', 'stable diffusion']"
人工智能训练师,长沙,Soul App,1000-9999人,6-7K,经验不限,大专,"['全职工作', '数据标注', '标注数据分析', '标注结果整理', '文本标注', '数据分析能力强']"
人工智能标注员,烟台,山东璀璨,100-499人,4-6K,1-3年,大专,"['数据标注', '文本标注', '不接受居家办公', '全职工作', '标注数据分析', '数据分析能力强', '描点标注', '区域标注', '标框标注', '图片标注', '接受加班']"
AI课程研发/AI课程助教,长沙,点头,100-499人,4-7K,经验不限,本科,"['线上教育', '大学/大专生', '成人/通用', '课程研发经验', '有教研经验', '知识付费相关经验', '医疗影像', '人工智能', '图神经网络']"
开发主管（无人机、乐高、编程、人工智能）,合肥,满辰教育,20-99人,7-12K,1-3年,本科,"['培训机构', '线下教育', '学前儿童/小学生', '中学生', '特长兴趣', '课程研发经验', '有教研经验', '大型教育机构经验', '人工智能', '无人机、乐高、编程']"
ai数据标注,吕梁,交城博阅,20-99人,2-4K,经验不限,学历不限,"['全职工作', '数据标注', '图片标注', '文本标注', '视频标注', '描点标注', '分类标注', '标框标注', '数据分析能力强', '接受居家办公', '仅招交城']"
AI计算化学研究员,烟台,某计算机软件公司,20-99人,30-50K,经验不限,博士,"['Python', '机器学习']"
销售经理（人工智能）,绵阳,乐聚机器人,100-499人,15-20K,3-5年,本科,"['个人（To C）', '互联网/科技']"
沈丘城区人工智能训练师招募,周口,如易科技,20-99人,1-6K,1-3年,中专/中技,"['兼职工作', '数据标注', '图片标注']"
AI技术售前,长沙,迪普智科,0-20人,8-13K,1-3年,本科,"['其他类型SaaS/PaaS', '智慧城市信息化项目', '售前技术支持经验', '写作能力强']"
ai数据标注,新余,极牛网络,20-99人,2-4K,经验不限,大专,"['全职工作', '数据标注', '图片标注', '文本标注', '视频标注', '分类标注', '标框标注', '数据分析能力强', '接受居家办公']"
AI产品经理（AI GC）,深圳,某互联网公司,20-99人,25-45K,经验不限,本科,"['C端产品', 'B端产品']"
ai数据标注,新余,江西海成,100-499人,3-6K,经验不限,大专,"['全职工作', '数据标注', '图片标注', '文本标注', '视频标注', '标框标注', '数据分析能力强']"
AI人工智能工程师（对日）,苏州,旭莱,100-499人,40-70K,经验不限,学历不限,"['PyTorch', 'Python', 'C/C++', '计算机相关专业', '数学/统计相关专业', '知识图谱相关经验']"
人工智能/机器学习工程师,南京,南京风船云聚,20-99人,30-40K,3-5年,本科,"['TensorFlow/PyTorch', 'OpenCV', '计算机相关专业', '机器学习算法/工程化经验']"
人工智能AI开发工程师,佛山,某电力公司,20-99人,20-25K,1-3年,本科,"['语音/图像识别', '深度学习模型部署']"
AI计算化学,烟台,某大型计算机软件公司,100-499人,25-26K,经验不限,学历不限,['研究导向']
ai数据标注,扬州,中创浩天,100-499人,4-5K,1年以内,大专,['全职工作']
算力服务运营岗（人工智能应用方向）,郑州,正大天晴,10000人以上,20-30K·13薪,经验不限,本科,"['计算机/通信相关专业', '售前技术支持经验']"
人工智能课程开发,金华,未来智慧,20-99人,8-13K,经验不限,本科,"['线下教育', '线上教育', '大学/大专生', '成人/通用', '留学生']"
AI训练师,杭州,八维,20-99人,7-12K·14薪,经验不限,本科,"['运营专员', '全职工作', '语音标注', '数据分析能力强', '人工智能', '不支持远程办公', '大数据', '接受加班']"
AI智能直播运营,淄博,鸿龙数字科技,0-20人,4-6K,1-3年,大专,"['短视频运营', '社群运营', '公众号/朋友圈运营', '电商', '策划热点事件']"
